anycondition_number
1962
2809
6368
2931
9889
3427
3427
3427
34837
13891
10360
14635
9752
3427
5988
3427
1781
8138
15900
3626
16593
10519
3468
27702
13722
4336
1608
9756
2695
11538
43770
3603
4417
6016
23148
3427
28400
21940
5201
6115
2544
4614
3581
16901
3427
3172
14268
675
3427
11719
20437
43540
1057
6361
19722
34525
944
3427
21160
14072
3427
3999
34665
9767
13482
2346
2441
3427
13661
3005
16954
19575
15675
3427
26016
705
15474
3820
3427
8415
3427
705
6071
17047
8749
3427
30173
2743
15256
697
34961
4492
36179
1157
5621
29364
7587
8836
4436
5398
4913
10320
3680
2365
3492
21501
16843
9754
2586
27960
6580
13674
5944
9564
5737
17140
823
9034
3427
4881
3244
12067
4739
2198
25401
28232
6248
10585
3503
6306
6222
5512
19053
5649
3427
43786
2192
27160
1509
5771
2607
3427
3427
10171
9179
28362
3427
38545
696
3696
2359
4393
3427
618
3427
352
22721
7861
7277
166
5876
3427
7539
33675
27494
11485
5105
5230
17387
9087
18324
1304
719
5210
22352
1395
11480
18888
3427
4715
751
2355
15005
5980
3427
34804
14449
3427
16014
7811
1626
6077
354
1680
1087
21555
24078
11621
3427
15433
2155
3427
828
15397
7097
3427
5413
3427
7059
2406
1712
3929
14498
37217
7653
3357
3743
15998
3427
2914
14933
41999
10513
12113
23383
3427
13899
10052
45106
31707
5643
3139
26349
6875
5718
5427
14011
4668
12112
7862
3427
3835
9112
12285
7652
12079
3427
3427
10804
20584
3427
23928
27929
12664
11612
6140
18255
2362
40363
3427
5198
17785
7835
8032
3427
3230
18673
6189
2284
16100
8796
11477
26107
1615
32089
11058
4071
3539
14939
31586
21354
850
2525
31390
1901
13670
4766
3314
2937
16238
3850
9428
4262
228
15586
684
2885
3417
7262
1498
3275
6433
1735
3427
3427
6793
22246
925
1961
18354
3427
38562
8597
4519
12925
3427
7052
2867
21921
3874
7782
16745
7953
11947
10102
7156
10003
23618
12515
41
5814
12380
8114
3427
1963
3427
6634
3427
6515
684
33428
5295
3427
3427
1263
20901
5966
6835
2152
3427
3830
38923
10544
4876
17459
3427
11642
4351
5502
11785
3816
2065
9916
1336
1340
4719
15694
3427
33304
3427
12934
2805
20430
2494
38682
14917
32731
2419
8250
1643
3587
6363
2925
2879
16508
3427
1077
13376
26929
15848
14817
1956
3427
12256
22912
4959
449
39992
3427
6408
2411
9764
6801
26793
43770
9318
20089
1488
489
29970
5389
6332
20886
427
6313
12315
14788
11331
7779
7640
7148
11483
1450
7611
14753
3427
3427
27053
3427
45278
5836
14159
3427
9730
28365
9554
3427
6690
6513
31549
1126
1075
1699
13291
5335
10004
15585
17046
3427
2792
12666
3427
3427
3427
5750
3194
13766
3427
3427
2564
3571
3427
3427
6664
1347
1703
17568
6621
16787
3427
3427
17221
5504
17448
15399
45677
3427
3427
1710
25894
14890
3608
2450
26592
22233
41462
2721
11253
9725
26362
3208
13421
8624
504
4420
3427
1223
3427
41312
10869
20413
1547
10471
3662
11542
8062
10895
1287
2723
3427
44926
36985
2048
496
3427
9326
3677
3427
13465
26895
34873
4104
9005
7182
19410
11393
2847
3427
14384
5028
7669
2637
5427
8716
1047
5904
3787
5399
9842
1096
3427
11008
3427
21992
5286
3427
31969
11097
18451
3427
15407
2279
26280
5354
8950
3427
17940
19328
5591
8549
20389
1923
6941
28577
44845
9888
9209
27000
9991
3427
2096
4530
6740
7427
16633
27592
9676
3427
9460
14497
3427
19395
5275
9937
4008
1766
27268
17795
7496
5407
7970
11724
5678
2511
36831
1749
41884
2613
13721
7974
11067
8129
19782
9545
8271
45063
3427
11486
22156
3427
2322
5604
25250
9258
3427
8244
31720
10519
3427
8052
3427
33378
3427
6243
23826
6032
6484
21850
915
3427
27678
2845
9793
3148
2733
42062
16752
31416
3427
3427
21791
6229
3427
5704
13349
11820
5233
9113
7839
6769
2151
17626
6015
14744
6048
3689
13528
3739
12731
20561
13265
2660
3234
